id,title,abstract
118,Benchmarking projective simulation in navigation problems,"Projective simulation (PS) is a model for intelligent agents with a
deliberation capacity that is based on episodic memory. The model has been
shown to provide a flexible framework for constructing reinforcement-learning
agents, and it allows for quantum mechanical generalization, which leads to a
speed-up in deliberation time. PS agents have been applied successfully in the
context of complex skill learning in robotics, and in the design of
state-of-the-art quantum experiments. In this paper, we study the performance
of projective simulation in two benchmarking problems in navigation, namely the
grid world and the mountain car problem. The performance of PS is compared to
standard tabular reinforcement learning approaches, Q-learning and SARSA. Our
comparison demonstrates that the performance of PS and standard learning
approaches are qualitatively and quantitatively similar, while it is much
easier to choose optimal model parameters in case of projective simulation,
with a reduced computational effort of one to two orders of magnitude. Our
results show that the projective simulation model stands out for its simplicity
in terms of the number of model parameters, which makes it simple to set up the
learning agent in unknown task environments."
119,On the convergence of projective-simulation-based reinforcement learning in Markov decision processes,"In recent years, the interest in leveraging quantum effects for enhancing
machine learning tasks has significantly increased. Many algorithms speeding up
supervised and unsupervised learning were established. The first framework in
which ways to exploit quantum resources specifically for the broader context of
reinforcement learning were found is projective simulation. Projective
simulation presents an agent-based reinforcement learning approach designed in
a manner which may support quantum walk-based speed-ups. Although classical
variants of projective simulation have been benchmarked against common
reinforcement learning algorithms, very few formal theoretical analyses have
been provided for its performance in standard learning scenarios. In this
paper, we provide a detailed formal discussion of the properties of this model.
Specifically, we prove that one version of the projective simulation model,
understood as a reinforcement learning approach, converges to optimal behavior
in a large class of Markov decision processes. This proof shows that a
physically-inspired approach to reinforcement learning can guarantee to
converge."
120,A Probabilistic framework for Quantum Clustering,"Quantum Clustering is a powerful method to detect clusters in data with mixed
density. However, it is very sensitive to a length parameter that is inherent
to the Schr\""odinger equation. In addition, linking data points into clusters
requires local estimates of covariance that are also controlled by length
parameters. This raises the question of how to adjust the control parameters of
the Schr\""odinger equation for optimal clustering. We propose a probabilistic
framework that provides an objective function for the goodness-of-fit to the
data, enabling the control parameters to be optimised within a Bayesian
framework. This naturally yields probabilities of cluster membership and data
partitions with specific numbers of clusters. The proposed framework is tested
on real and synthetic data sets, assessing its validity by measuring
concordance with known data structure by means of the Jaccard score (JS). This
work also proposes an objective way to measure performance in unsupervised
learning that correlates very well with JS."
121,Learning Interpretable Representations of Entanglement in Quantum Optics Experiments using Deep Generative Models,"Quantum physics experiments produce interesting phenomena such as
interference or entanglement, which is a core property of numerous future
quantum technologies. The complex relationship between a quantum experiment's
structure and its entanglement properties is essential to fundamental research
in quantum optics but is difficult to intuitively understand. We present the
first deep generative model of quantum optics experiments where a variational
autoencoder (QOVAE) is trained on a dataset of experimental setups. In a series
of computational experiments, we investigate the learned representation of the
QOVAE and its internal understanding of the quantum optics world. We
demonstrate that the QOVAE learns an intrepretable representation of quantum
optics experiments and the relationship between experiment structure and
entanglement. We show the QOVAE is able to generate novel experiments for
highly entangled quantum states with specific distributions that match its
training data. Importantly, we are able to fully interpret how the QOVAE
structures its latent space, finding curious patterns that we can entirely
explain in terms of quantum physics. The results demonstrate how we can
successfully use and understand the internal representations of deep generative
models in a complex scientific domain. The QOVAE and the insights from our
investigations can be immediately applied to other physical systems throughout
fundamental scientific research."
122,"Reproducing Kernel Hilbert Space, Mercer's Theorem, Eigenfunctions, Nyström Method, and Use of Kernels in Machine Learning: Tutorial and Survey","This is a tutorial and survey paper on kernels, kernel methods, and related
fields. We start with reviewing the history of kernels in functional analysis
and machine learning. Then, Mercer kernel, Hilbert and Banach spaces,
Reproducing Kernel Hilbert Space (RKHS), Mercer's theorem and its proof,
frequently used kernels, kernel construction from distance metric, important
classes of kernels (including bounded, integrally positive definite, universal,
stationary, and characteristic kernels), kernel centering and normalization,
and eigenfunctions are explained in detail. Then, we introduce types of use of
kernels in machine learning including kernel methods (such as kernel support
vector machines), kernel learning by semi-definite programming, Hilbert-Schmidt
independence criterion, maximum mean discrepancy, kernel mean embedding, and
kernel dimensionality reduction. We also cover rank and factorization of kernel
matrix as well as the approximation of eigenfunctions and kernels using the
Nystr{\""o}m method. This paper can be useful for various fields of science
including machine learning, dimensionality reduction, functional analysis in
mathematics, and mathematical physics in quantum mechanics."
123,An Explainable Probabilistic Classifier for Categorical Data Inspired to Quantum Physics,"This paper presents Sparse Tensor Classifier (STC), a supervised
classification algorithm for categorical data inspired by the notion of
superposition of states in quantum physics. By regarding an observation as a
superposition of features, we introduce the concept of wave-particle duality in
machine learning and propose a generalized framework that unifies the classical
and the quantum probability. We show that STC possesses a wide range of
desirable properties not available in most other machine learning methods but
it is at the same time exceptionally easy to comprehend and use. Empirical
evaluation of STC on structured data and text classification demonstrates that
our methodology achieves state-of-the-art performances compared to both
standard classifiers and deep learning, at the additional benefit of requiring
minimal data pre-processing and hyper-parameter tuning. Moreover, STC provides
a native explanation of its predictions both for single instances and for each
target label globally."
124,Classical and quantum regression analysis for the optoelectronic performance of NTCDA/p-Si UV photodiode,"Due to the pivotal role of UV photodiodes in many technological applications
in tandem with the high efficiency achieved by machine learning techniques in
regression and classification problems, different artificial intelligence
techniques are adopted model the performance of organic/inorganic
heterojunction UV photodiode. Herein, the performance of a fabricated
Au/NTCDA/p-Si/Al photodiode was explained in details and showed an excellent
responsivity, and detectivity for UV light of intensities ranges from 20 to 80
${mW/cm^2}$. The fabricated photodiodes exhibited a linear current-irradiance
relationship under illumination up to 65 ${mW/cm^2}$. It also exhibits good
response times of ${t_{rise} = 408}$ ms and ${t_{fall} = 490}$ ms. Furthermore,
we have not only fitted the characteristic I-V curve but also evaluated three
classical algorithms; k-nearest neighbour, artificial neural network, and
genetic programming besides using a quantum neural network to predict the
behaviour of the fabricated device. The models have achieved outstanding
results and managed to capture the trend of the target values. The Quantum
Neural Network has been used for the first time to model the photodiode. The
models can be used instead of repeating the fabrication process. This means a
reduction in cost and manufacturing time."
125,Single-Photon Image Classification,"Quantum computing-based machine learning mainly focuses on quantum computing
hardware that is experimentally challenging to realize due to requiring quantum
gates that operate at very low temperature. Instead, we demonstrate the
existence of a lower performance and much lower effort island on the
accuracy-vs-qubits graph that may well be experimentally accessible with room
temperature optics. This high temperature ""quantum computing toy model"" is
nevertheless interesting to study as it allows rather accessible explanations
of key concepts in quantum computing, in particular interference, entanglement,
and the measurement process.
  We specifically study the problem of classifying an example from the MNIST
and Fashion-MNIST datasets, subject to the constraint that we have to make a
prediction after the detection of the very first photon that passed a
coherently illuminated filter showing the example. Whereas a classical set-up
in which a photon is detected after falling on one of the $28\times 28$ image
pixels is limited to a (maximum likelihood estimation) accuracy of $21.27\%$
for MNIST, respectively $18.27\%$ for Fashion-MNIST, we show that the
theoretically achievable accuracy when exploiting inference by optically
transforming the quantum state of the photon is at least $41.27\%$ for MNIST,
respectively $36.14\%$ for Fashion-MNIST.
  We show in detail how to train the corresponding transformation with
TensorFlow and also explain how this example can serve as a teaching tool for
the measurement process in quantum mechanics."
126,Entangled q-Convolutional Neural Nets,"We introduce a machine learning model, the q-CNN model, sharing key features
with convolutional neural networks and admitting a tensor network description.
As examples, we apply q-CNN to the MNIST and Fashion MNIST classification
tasks. We explain how the network associates a quantum state to each
classification label, and study the entanglement structure of these network
states. In both our experiments on the MNIST and Fashion-MNIST datasets, we
observe a distinct increase in both the left/right as well as the up/down
bipartition entanglement entropy during training as the network learns the fine
features of the data. More generally, we observe a universal negative
correlation between the value of the entanglement entropy and the value of the
cost function, suggesting that the network needs to learn the entanglement
structure in order the perform the task accurately. This supports the
possibility of exploiting the entanglement structure as a guide to design the
machine learning algorithm suitable for given tasks."
127,Higher-Order Explanations of Graph Neural Networks via Relevant Walks,"Graph Neural Networks (GNNs) are a popular approach for predicting graph
structured data. As GNNs tightly entangle the input graph into the neural
network structure, common explainable AI approaches are not applicable. To a
large extent, GNNs have remained black-boxes for the user so far. In this
paper, we show that GNNs can in fact be naturally explained using higher-order
expansions, i.e. by identifying groups of edges that jointly contribute to the
prediction. Practically, we find that such explanations can be extracted using
a nested attribution scheme, where existing techniques such as layer-wise
relevance propagation (LRP) can be applied at each step. The output is a
collection of walks into the input graph that are relevant for the prediction.
Our novel explanation method, which we denote by GNN-LRP, is applicable to a
broad range of graph neural networks and lets us extract practically relevant
insights on sentiment analysis of text data, structure-property relationships
in quantum chemistry, and image classification."
128,Gini in a Bottleneck: Sparse Molecular Representations for Graph Convolutional Neural Networks,"Due to the nature of deep learning approaches, it is inherently difficult to
understand which aspects of a molecular graph drive the predictions of the
network. As a mitigation strategy, we constrain certain weights in a multi-task
graph convolutional neural network according to the Gini index to maximize the
""inequality"" of the learned representations. We show that this constraint does
not degrade evaluation metrics for some targets, and allows us to combine the
outputs of the graph convolutional operation in a visually interpretable way.
We then perform a proof-of-concept experiment on quantum chemistry targets on
the public QM9 dataset, and a larger experiment on ADMET targets on proprietary
drug-like molecules. Since a benchmark of explainability in the latter case is
difficult, we informally surveyed medicinal chemists within our organization to
check for agreement between regions of the molecule they and the model
identified as relevant to the properties in question."
129,Attention augmented differentiable forest for tabular data,"Differentiable forest is an ensemble of decision trees with full
differentiability. Its simple tree structure is easy to use and explain. With
full differentiability, it would be trained in the end-to-end learning
framework with gradient-based optimization method. In this paper, we propose
tree attention block(TAB) in the framework of differentiable forest. TAB block
has two operations, squeeze and regulate. The squeeze operation would extract
the characteristic of each tree. The regulate operation would learn nonlinear
relations between these trees. So TAB block would learn the importance of each
tree and adjust its weight to improve accuracy. Our experiment on large tabular
dataset shows attention augmented differentiable forest would get comparable
accuracy with gradient boosted decision trees(GBDT), which is the
state-of-the-art algorithm for tabular datasets. And on some datasets, our
model has higher accuracy than best GBDT libs (LightGBM, Catboost, and
XGBoost). Differentiable forest model supports batch training and batch size is
much smaller than the size of training set. So on larger data sets, its memory
usage is much lower than GBDT model. The source codes are available at
https://github.com/closest-git/QuantumForest."
130,"Connections between physics, mathematics and deep learning","Starting from the Fermat's principle of least action, which governs classical
and quantum mechanics and from the theory of exterior differential forms, which
governs the geometry of curved manifolds, we show how to derive the equations
governing neural networks in an intrinsic, coordinate invariant way, where the
loss function plays the role of the Hamiltonian. To be covariant, these
equations imply a layer metric which is instrumental in pretraining and
explains the role of conjugation when using complex numbers. The differential
formalism also clarifies the relation of the gradient descent optimizer with
Aristotelian and Newtonian mechanics and why large learning steps break the
logic of the linearization procedure. We hope that this formal presentation of
the differential geometry of neural networks will encourage some physicists to
dive into deep learning, and reciprocally, that the specialists of deep
learning will better appreciate the close interconnection of their subject with
the foundations of classical and quantum field theory."
131,Utilizing Edge Features in Graph Neural Networks via Variational Information Maximization,"Graph Neural Networks (GNNs) achieve an impressive performance on structured
graphs by recursively updating the representation vector of each node based on
its neighbors, during which parameterized transformation matrices should be
learned for the node feature updating. However, existing propagation schemes
are far from being optimal since they do not fully utilize the relational
information between nodes. We propose the information maximizing graph neural
networks (IGNN), which maximizes the mutual information between edge states and
transform parameters. We reformulate the mutual information as a differentiable
objective via a variational approach. We compare our model against several
recent variants of GNNs and show that our model achieves the state-of-the-art
performance on multiple tasks including quantum chemistry regression on QM9
dataset, generalization capability from QM9 to larger molecular graphs, and
prediction of molecular bioactivities relevant for drug discovery. The IGNN
model is based on an elegant and fundamental idea in information theory as
explained in the main text, and it could be easily generalized beyond the
contexts of molecular graphs considered in this work. To encourage more future
work in this area, all datasets and codes used in this paper will be released
for public access."
132,Convolutional Neural Networks with Transformed Input based on Robust Tensor Network Decomposition,"Tensor network decomposition, originated from quantum physics to model
entangled many-particle quantum systems, turns out to be a promising
mathematical technique to efficiently represent and process big data in
parsimonious manner. In this study, we show that tensor networks can
systematically partition structured data, e.g. color images, for distributed
storage and communication in privacy-preserving manner. Leveraging the sea of
big data and metadata privacy, empirical results show that neighbouring
subtensors with implicit information stored in tensor network formats cannot be
identified for data reconstruction. This technique complements the existing
encryption and randomization techniques which store explicit data
representation at one place and highly susceptible to adversarial attacks such
as side-channel attacks and de-anonymization. Furthermore, we propose a theory
for adversarial examples that mislead convolutional neural networks to
misclassification using subspace analysis based on singular value decomposition
(SVD). The theory is extended to analyze higher-order tensors using
tensor-train SVD (TT-SVD); it helps to explain the level of susceptibility of
different datasets to adversarial attacks, the structural similarity of
different adversarial attacks including global and localized attacks, and the
efficacy of different adversarial defenses based on input transformation. An
efficient and adaptive algorithm based on robust TT-SVD is then developed to
detect strong and static adversarial attacks."
133,Scientific intuition inspired by machine learning generated hypotheses,"Machine learning with application to questions in the physical sciences has
become a widely used tool, successfully applied to classification, regression
and optimization tasks in many areas. Research focus mostly lies in improving
the accuracy of the machine learning models in numerical predictions, while
scientific understanding is still almost exclusively generated by human
researchers analysing numerical results and drawing conclusions. In this work,
we shift the focus on the insights and the knowledge obtained by the machine
learning models themselves. In particular, we study how it can be extracted and
used to inspire human scientists to increase their intuitions and understanding
of natural systems. We apply gradient boosting in decision trees to extract
human interpretable insights from big data sets from chemistry and physics. In
chemistry, we not only rediscover widely know rules of thumb but also find new
interesting motifs that tell us how to control solubility and energy levels of
organic molecules. At the same time, in quantum physics, we gain new
understanding on experiments for quantum entanglement. The ability to go beyond
numerics and to enter the realm of scientific insight and hypothesis generation
opens the door to use machine learning to accelerate the discovery of
conceptual understanding in some of the most challenging domains of science."
134,Attention augmented differentiable forest for tabular data,"Differentiable forest is an ensemble of decision trees with full
differentiability. Its simple tree structure is easy to use and explain. With
full differentiability, it would be trained in the end-to-end learning
framework with gradient-based optimization method. In this paper, we propose
tree attention block(TAB) in the framework of differentiable forest. TAB block
has two operations, squeeze and regulate. The squeeze operation would extract
the characteristic of each tree. The regulate operation would learn nonlinear
relations between these trees. So TAB block would learn the importance of each
tree and adjust its weight to improve accuracy. Our experiment on large tabular
dataset shows attention augmented differentiable forest would get comparable
accuracy with gradient boosted decision trees(GBDT), which is the
state-of-the-art algorithm for tabular datasets. And on some datasets, our
model has higher accuracy than best GBDT libs (LightGBM, Catboost, and
XGBoost). Differentiable forest model supports batch training and batch size is
much smaller than the size of training set. So on larger data sets, its memory
usage is much lower than GBDT model. The source codes are available at
https://github.com/closest-git/QuantumForest."
135,The Quantum Version Of Classification Decision Tree Constructing Algorithm C5.0,"In the paper, we focus on complexity of C5.0 algorithm for constructing
decision tree classifier that is the models for the classification problem from
machine learning. In classical case the decision tree is constructed in
$O(hd(NM+N \log N))$ running time, where $M$ is a number of classes, $N$ is the
size of a training data set, $d$ is a number of attributes of each element, $h$
is a tree height. Firstly, we improved the classical version, the running time
of the new version is $O(h\cdot d\cdot N\log N)$. Secondly, we suggest a
quantum version of this algorithm, which uses quantum subroutines like the
amplitude amplification and the D{\""u}rr-H{\o}yer minimum search algorithms
that are based on Grover's algorithm. The running time of the quantum algorithm
is $O\big(h\cdot \sqrt{d}\log d \cdot N \log N\big)$ that is better than
complexity of the classical algorithm."
136,Do Large Scale Molecular Language Representations Capture Important Structural Information?,"Predicting chemical properties from the structure of a molecule is of great
importance in many applications including drug discovery and material design.
Machine learning based molecular property prediction holds the promise of
enabling accurate predictions at much less complexity, when compared to, for
example Density Functional Theory (DFT) calculations. Features extracted from
molecular graphs, using graph neural nets in a supervised manner, have emerged
as strong baselines for such tasks. However, the vast chemical space together
with the limited availability of labels makes supervised learning challenging,
calling for learning a general-purpose molecular representation. Recently,
pre-trained transformer-based language models (PTLMs) on large unlabeled corpus
have produced state-of-the-art results in many downstream natural language
processing tasks. Inspired by this development, here we present molecular
embeddings obtained by training an efficient transformer encoder model,
referred to as MoLFormer. This model was employed with a linear attention
mechanism and highly paralleized training on 1D SMILES sequences of 1.1 billion
unlabeled molecules from the PubChem and ZINC datasets. Experiments show that
the learned molecular representation performs competitively, when compared to
existing graph-based and fingerprint-based supervised learning baselines, on
the challenging tasks of predicting properties of QM8 and QM9 molecules.
Further task-specific fine-tuning of the MoLFormerr representation improves
performance on several of those property prediction benchmarks. These results
provide encouraging evidence that large-scale molecular language models can
capture sufficient structural information to be able to accurately predict
quantum chemical properties and beyond."
137,Fast Quantum Property Prediction via Deeper 2D and 3D Graph Networks,"Molecular property prediction is gaining increasing attention due to its
diverse applications. One task of particular interests and importance is to
predict quantum chemical properties without 3D equilibrium structures. This is
practically favorable since obtaining 3D equilibrium structures requires
extremely expensive calculations. In this work, we design a deep graph neural
network to predict quantum properties by directly learning from 2D molecular
graphs. In addition, we propose a 3D graph neural network to learn from
low-cost conformer sets, which can be obtained with open-source tools using an
affordable budget. We employ our methods to participate in the 2021 KDD Cup on
OGB Large-Scale Challenge (OGB-LSC), which aims to predict the HOMO-LUMO energy
gap of molecules. Final evaluation results reveal that we are one of the
winners with a mean absolute error of 0.1235 on the holdout test set. Our
implementation is available as part of the MoleculeX package
(https://github.com/divelab/MoleculeX)."
138,Scientific intuition inspired by machine learning generated hypotheses,"Machine learning with application to questions in the physical sciences has
become a widely used tool, successfully applied to classification, regression
and optimization tasks in many areas. Research focus mostly lies in improving
the accuracy of the machine learning models in numerical predictions, while
scientific understanding is still almost exclusively generated by human
researchers analysing numerical results and drawing conclusions. In this work,
we shift the focus on the insights and the knowledge obtained by the machine
learning models themselves. In particular, we study how it can be extracted and
used to inspire human scientists to increase their intuitions and understanding
of natural systems. We apply gradient boosting in decision trees to extract
human interpretable insights from big data sets from chemistry and physics. In
chemistry, we not only rediscover widely know rules of thumb but also find new
interesting motifs that tell us how to control solubility and energy levels of
organic molecules. At the same time, in quantum physics, we gain new
understanding on experiments for quantum entanglement. The ability to go beyond
numerics and to enter the realm of scientific insight and hypothesis generation
opens the door to use machine learning to accelerate the discovery of
conceptual understanding in some of the most challenging domains of science."
139,Gini in a Bottleneck: Sparse Molecular Representations for Graph Convolutional Neural Networks,"Due to the nature of deep learning approaches, it is inherently difficult to
understand which aspects of a molecular graph drive the predictions of the
network. As a mitigation strategy, we constrain certain weights in a multi-task
graph convolutional neural network according to the Gini index to maximize the
""inequality"" of the learned representations. We show that this constraint does
not degrade evaluation metrics for some targets, and allows us to combine the
outputs of the graph convolutional operation in a visually interpretable way.
We then perform a proof-of-concept experiment on quantum chemistry targets on
the public QM9 dataset, and a larger experiment on ADMET targets on proprietary
drug-like molecules. Since a benchmark of explainability in the latter case is
difficult, we informally surveyed medicinal chemists within our organization to
check for agreement between regions of the molecule they and the model
identified as relevant to the properties in question."
140,On the equivalence of molecular graph convolution and molecular wave function with poor basis set,"In this study, we demonstrate that the linear combination of atomic orbitals
(LCAO), an approximation of quantum physics introduced by Pauling and
Lennard-Jones in the 1920s, corresponds to graph convolutional networks (GCNs)
for molecules. However, GCNs involve unnecessary nonlinearity and deep
architecture. We also verify that molecular GCNs are based on a poor basis
function set compared with the standard one used in theoretical calculations or
quantum chemical simulations. From these observations, we describe the quantum
deep field (QDF), a machine learning (ML) model based on an underlying quantum
physics, in particular the density functional theory (DFT). We believe that the
QDF model can be easily understood because it can be regarded as a single
linear layer GCN. Moreover, it uses two vanilla feedforward neural networks to
learn an energy functional and a Hohenberg--Kohn map that have nonlinearities
inherent in quantum physics and the DFT. For molecular energy prediction tasks,
we demonstrated the viability of an ``extrapolation,'' in which we trained a
QDF model with small molecules, tested it with large molecules, and achieved
high extrapolation performance. This will lead to reliable and practical
applications for discovering effective materials. The implementation is
available at https://github.com/masashitsubaki/QuantumDeepField_molecule."
141,Bayesian Variational Optimization for Combinatorial Spaces,"This paper focuses on Bayesian Optimization in combinatorial spaces. In many
applications in the natural science. Broad applications include the study of
molecules, proteins, DNA, device structures and quantum circuit designs, a on
optimization over combinatorial categorical spaces is needed to find optimal or
pareto-optimal solutions. However, only a limited amount of methods have been
proposed to tackle this problem. Many of them depend on employing Gaussian
Process for combinatorial Bayesian Optimizations. Gaussian Processes suffer
from scalability issues for large data sizes as their scaling is cubic with
respect to the number of data points. This is often impractical for optimizing
large search spaces. Here, we introduce a variational Bayesian optimization
method that combines variational optimization and continuous relaxations to the
optimization of the acquisition function for Bayesian optimization. Critically,
this method allows for gradient-based optimization and has the capability of
optimizing problems with large data size and data dimensions. We have shown the
performance of our method is comparable to state-of-the-art methods while
maintaining its scalability advantages. We also applied our method in molecular
optimization."
142,Heterogeneous Molecular Graph Neural Networks for Predicting Molecule Properties,"As they carry great potential for modeling complex interactions, graph neural
network (GNN)-based methods have been widely used to predict quantum mechanical
properties of molecules. Most of the existing methods treat molecules as
molecular graphs in which atoms are modeled as nodes. They characterize each
atom's chemical environment by modeling its pairwise interactions with other
atoms in the molecule. Although these methods achieve a great success, limited
amount of works explicitly take many-body interactions, i.e., interactions
between three and more atoms, into consideration. In this paper, we introduce a
novel graph representation of molecules, heterogeneous molecular graph (HMG) in
which nodes and edges are of various types, to model many-body interactions.
HMGs have the potential to carry complex geometric information. To leverage the
rich information stored in HMGs for chemical prediction problems, we build
heterogeneous molecular graph neural networks (HMGNN) on the basis of a neural
message passing scheme. HMGNN incorporates global molecule representations and
an attention mechanism into the prediction process. The predictions of HMGNN
are invariant to translation and rotation of atom coordinates, and permutation
of atom indices. Our model achieves state-of-the-art performance in 9 out of 12
tasks on the QM9 dataset."
143,Graph Neural Network Architecture Search for Molecular Property Prediction,"Predicting the properties of a molecule from its structure is a challenging
task. Recently, deep learning methods have improved the state of the art for
this task because of their ability to learn useful features from the given
data. By treating molecule structure as graphs, where atoms and bonds are
modeled as nodes and edges, graph neural networks (GNNs) have been widely used
to predict molecular properties. However, the design and development of GNNs
for a given data set rely on labor-intensive design and tuning of the network
architectures. Neural architecture search (NAS) is a promising approach to
discover high-performing neural network architectures automatically. To that
end, we develop an NAS approach to automate the design and development of GNNs
for molecular property prediction. Specifically, we focus on automated
development of message-passing neural networks (MPNNs) to predict the molecular
properties of small molecules in quantum mechanics and physical chemistry data
sets from the MoleculeNet benchmark. We demonstrate the superiority of the
automatically discovered MPNNs by comparing them with manually designed GNNs
from the MoleculeNet benchmark. We study the relative importance of the choices
in the MPNN search space, demonstrating that customizing the architecture is
critical to enhancing performance in molecular property prediction and that the
proposed approach can perform customization automatically with minimal manual
effort."
144,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,"Automating molecular design using deep reinforcement learning (RL) holds the
promise of accelerating the discovery of new chemical compounds. Existing
approaches work with molecular graphs and thus ignore the location of atoms in
space, which restricts them to 1) generating single organic molecules and 2)
heuristic reward functions. To address this, we present a novel RL formulation
for molecular design in Cartesian coordinates, thereby extending the class of
molecules that can be built. Our reward function is directly based on
fundamental physical properties such as the energy, which we approximate via
fast quantum-chemical methods. To enable progress towards de-novo molecular
design, we introduce MolGym, an RL environment comprising several challenging
molecular design tasks along with baselines. In our experiments, we show that
our agent can efficiently learn to solve these tasks from scratch by working in
a translation and rotation invariant state-action space."
145,Directional Message Passing for Molecular Graphs,"Graph neural networks have recently achieved great successes in predicting
quantum mechanical properties of molecules. These models represent a molecule
as a graph using only the distance between atoms (nodes). They do not, however,
consider the spatial direction from one atom to another, despite directional
information playing a central role in empirical potentials for molecules, e.g.
in angular potentials. To alleviate this limitation we propose directional
message passing, in which we embed the messages passed between atoms instead of
the atoms themselves. Each message is associated with a direction in coordinate
space. These directional message embeddings are rotationally equivariant since
the associated directions rotate with the molecule. We propose a message
passing scheme analogous to belief propagation, which uses the directional
information by transforming messages based on the angle between them.
Additionally, we use spherical Bessel functions and spherical harmonics to
construct theoretically well-founded, orthogonal representations that achieve
better performance than the currently prevalent Gaussian radial basis
representations while using fewer than 1/4 of the parameters. We leverage these
innovations to construct the directional message passing neural network
(DimeNet). DimeNet outperforms previous GNNs on average by 76% on MD17 and by
31% on QM9. Our implementation is available online."
146,Symmetry-adapted generation of 3d point sets for the targeted discovery of molecules,"Deep learning has proven to yield fast and accurate predictions of
quantum-chemical properties to accelerate the discovery of novel molecules and
materials. As an exhaustive exploration of the vast chemical space is still
infeasible, we require generative models that guide our search towards systems
with desired properties. While graph-based models have previously been
proposed, they are restricted by a lack of spatial information such that they
are unable to recognize spatial isomerism and non-bonded interactions. Here, we
introduce a generative neural network for 3d point sets that respects the
rotational invariance of the targeted structures. We apply it to the generation
of molecules and demonstrate its ability to approximate the distribution of
equilibrium structures using spatial metrics as well as established measures
from chemoinformatics. As our model is able to capture the complex relationship
between 3d geometry and electronic properties, we bias the distribution of the
generator towards molecules with a small HOMO-LUMO gap - an important property
for the design of organic solar cells."
147,Gated Graph Recursive Neural Networks for Molecular Property Prediction,"Molecule property prediction is a fundamental problem for computer-aided drug
discovery and materials science. Quantum-chemical simulations such as density
functional theory (DFT) have been widely used for calculating the molecule
properties, however, because of the heavy computational cost, it is difficult
to search a huge number of potential chemical compounds. Machine learning
methods for molecular modeling are attractive alternatives, however, the
development of expressive, accurate, and scalable graph neural networks for
learning molecular representations is still challenging. In this work, we
propose a simple and powerful graph neural networks for molecular property
prediction. We model a molecular as a directed complete graph in which each
atom has a spatial position, and introduce a recursive neural network with
simple gating function. We also feed input embeddings for every layers as skip
connections to accelerate the training. Experimental results show that our
model achieves the state-of-the-art performance on the standard benchmark
dataset for molecular property prediction."
148,Alchemy: A Quantum Chemistry Dataset for Benchmarking AI Models,"We introduce a new molecular dataset, named Alchemy, for developing machine
learning models useful in chemistry and material science. As of June 20th 2019,
the dataset comprises of 12 quantum mechanical properties of 119,487 organic
molecules with up to 14 heavy atoms, sampled from the GDB MedChem database. The
Alchemy dataset expands the volume and diversity of existing molecular
datasets. Our extensive benchmarks of the state-of-the-art graph neural network
models on Alchemy clearly manifest the usefulness of new data in validating and
developing machine learning models for chemistry and material science. We
further launch a contest to attract attentions from researchers in the related
fields. More details can be found on the contest website
\footnote{https://alchemy.tencent.com}. At the time of benchamrking experiment,
we have generated 119,487 molecules in our Alchemy dataset. More molecular
samples are generated since then. Hence, we provide a list of molecules used in
the reported benchmarks."
149,Learning formation energy of inorganic compounds using matrix variate deep Gaussian process,"Future advancement of engineering applications is dependent on design of
novel materials with desired properties. Enormous size of known chemical space
necessitates use of automated high throughput screening to search the desired
material. The high throughput screening uses quantum chemistry calculations to
predict material properties, however, computational complexity of these
calculations often imposes prohibitively high cost on the search for desired
material. This critical bottleneck is resolved by using deep machine learning
to emulate the quantum computations. However, the deep learning algorithms
require a large training dataset to ensure an acceptable generalization, which
is often unavailable a-priory. In this paper, we propose a deep Gaussian
process based approach to develop an emulator for quantum calculations. We
further propose a novel molecular descriptor that enables implementation of the
proposed approach. As demonstrated in this paper, the proposed approach can be
implemented using a small dataset. We demonstrate efficacy of our approach for
prediction of formation energy of inorganic molecules."
150,Probabilistic Generative Deep Learning for Molecular Design,"Probabilistic generative deep learning for molecular design involves the
discovery and design of new molecules and analysis of their structure,
properties and activities by probabilistic generative models using the deep
learning approach. It leverages the existing huge databases and publications of
experimental results, and quantum-mechanical calculations, to learn and explore
molecular structure, properties and activities. We discuss the major components
of probabilistic generative deep learning for molecular design, which include
molecular structure, molecular representations, deep generative models,
molecular latent representations and latent space, molecular structure-property
and structure-activity relationships, molecular similarity and molecular
design. We highlight significant recent work using or applicable to this new
approach."
